,DP05_0001E,state,county,tract,DP02_0001E,DP03_0062E,DP03_0063E,DP03_0119E
354,2243,17,031,282700,957,79330,99450,-888888888
355,1498,17,031,282800,562,81286,108778,-888888888
356,2729,17,031,283100,1353,44129,70689,-888888888
357,1727,17,031,283200,778,57055,90727,-888888888
358,3504,17,031,283800,1631,77422,96385,-888888888
359,4241,17,031,290900,1388,34349,45439,-888888888
360,1312,17,031,291200,659,24120,45975,-888888888
361,1429,17,031,291600,562,120207,106676,-888888888
362,2540,17,031,292200,975,33736,59985,-888888888
363,1765,17,031,292400,693,41875,87084,-888888888
364,3461,17,031,292500,1518,52500,52956,-888888888
365,3240,17,031,300500,954,50329,65170,-888888888
366,2844,17,031,300600,943,48915,56451,-888888888
367,4791,17,031,300700,1668,46554,58349,-888888888
368,4192,17,031,300800,1207,29684,39263,-888888888
369,3937,17,031,300900,1582,32766,44827,-888888888
370,2409,17,031,301100,769,34608,48552,-888888888
371,5209,17,031,301200,1510,50040,70963,-888888888
372,3247,17,031,301600,1420,28442,42609,-888888888
373,4205,17,031,301701,1406,52115,70433,-888888888
374,4086,17,031,301702,1283,43632,66207,-888888888
375,4086,17,031,301801,1185,35779,44565,-888888888
376,2623,17,031,301802,849,33668,57169,-888888888
377,3168,17,031,301803,1203,36020,54767,-888888888
378,1824,17,031,310200,750,133382,144783,-888888888
379,1836,17,031,310300,784,66683,97581,-888888888
380,1456,17,031,310400,660,77991,96438,-888888888
381,1599,17,031,310500,618,58321,68381,-888888888
382,5542,17,031,310600,2349,73508,78978,-888888888
383,1354,17,031,310700,600,62647,72196,-888888888
384,4633,17,031,310800,1739,63779,76829,-888888888
385,4914,17,031,310900,1847,78287,90817,-888888888
386,8705,17,031,320101,5038,119616,228021,-888888888
387,5429,17,031,320102,2548,162021,214295,-888888888
388,3004,17,031,320400,812,162143,257941,-888888888
389,6116,17,031,320600,3653,108320,136715,-888888888
390,5011,17,031,330101,2740,177254,204223,-888888888
391,9617,17,031,330102,6171,112762,145089,-888888888
392,8471,17,031,330103,4812,125175,160437,-888888888
393,3969,17,031,330200,1786,128000,189624,-888888888
394,1698,17,031,340300,693,47519,63028,-888888888
395,1630,17,031,340400,685,49309,66349,-888888888
396,1558,17,031,340500,955,57720,68440,-888888888
397,1317,17,031,340600,474,19348,29894,-888888888
398,2439,17,031,350100,1509,61620,89042,-888888888
399,1777,17,031,350400,674,22292,35092,-888888888
400,3526,17,031,351000,2419,54688,66755,-888888888
401,2160,17,031,351100,1069,18220,26162,-888888888
402,1569,17,031,351400,815,-666666666,42949,-888888888
403,946,17,031,351500,380,63235,75492,-888888888
404,1672,17,031,360200,757,26638,34911,-888888888
405,1928,17,031,380100,1121,-666666666,76030,-888888888
406,1723,17,031,380200,1236,25167,79193,-888888888
407,4025,17,031,380600,2006,25455,63055,-888888888
408,1906,17,031,381200,1023,44757,71843,-888888888
409,1615,17,031,381400,756,34300,50119,-888888888
410,670,17,031,381500,422,23288,40091,-888888888
411,0,17,031,381700,0,-666666666,-666666666,-888888888
412,1483,17,031,381800,765,46813,61684,-888888888
413,1348,17,031,381900,587,58803,63179,-888888888
414,1854,17,031,390100,774,65833,103318,-888888888
415,2178,17,031,390200,889,104441,140077,-888888888
416,2664,17,031,390300,1597,19475,46804,-888888888
417,2289,17,031,390400,1414,27232,70189,-888888888
418,1766,17,031,390500,885,58194,148937,-888888888
419,1824,17,031,390600,884,76806,157740,-888888888
420,6062,17,031,390700,3541,67832,104991,-888888888
421,1361,17,031,400300,631,84293,72175,-888888888
422,2204,17,031,400400,948,40066,43420,-888888888
423,2634,17,031,400500,1122,22463,40781,-888888888
424,2768,17,031,400800,1280,21029,28806,-888888888
425,2251,17,031,410100,1424,51471,92572,-888888888
426,1281,17,031,410200,762,51739,68108,-888888888
427,3405,17,031,410500,1660,70833,101584,-888888888
428,2249,17,031,410600,1141,39461,94474,-888888888
429,2541,17,031,410700,1254,45972,69027,-888888888
430,2890,17,031,410800,1736,58396,69030,-888888888
431,3527,17,031,410900,1863,71315,113002,-888888888
432,3931,17,031,411000,2406,52596,118846,-888888888
433,2388,17,031,411100,984,123750,164282,-888888888
434,1643,17,031,411200,777,111058,283323,-888888888
435,1629,17,031,420100,859,21275,35442,-888888888
436,1796,17,031,420200,664,30461,59047,-888888888
437,2495,17,031,420300,675,38583,55625,-888888888
438,1327,17,031,420400,709,32938,49319,-888888888
439,2040,17,031,420500,1052,25298,39464,-888888888
440,2663,17,031,420600,986,34643,59987,-888888888
441,2274,17,031,420700,1165,24785,35484,-888888888
442,2322,17,031,420800,943,44375,56278,-888888888
443,1986,17,031,421200,689,41910,40916,-888888888
444,3468,17,031,430101,1773,32264,55234,-888888888
445,3542,17,031,430102,2428,50625,52111,-888888888
446,5455,17,031,430200,2703,33183,86789,-888888888
447,2611,17,031,430300,1041,36467,89018,-888888888
448,2999,17,031,430400,1342,36917,47499,-888888888
449,3882,17,031,430500,1839,28528,49257,-888888888
450,2218,17,031,430600,837,54375,89127,-888888888
451,2256,17,031,430700,1281,30561,72572,-888888888
452,2016,17,031,430800,813,45221,71522,-888888888
453,1681,17,031,430900,879,38173,56772,-888888888
454,2399,17,031,431200,1278,57845,79209,-888888888
455,3555,17,031,431301,1354,36867,46514,-888888888
456,3788,17,031,431302,1677,32031,45903,-888888888
457,7565,17,031,431400,3427,37122,48384,-888888888
458,3986,17,031,440101,2388,28877,31717,-888888888
459,3320,17,031,440102,1987,40565,44475,-888888888
460,6096,17,031,440201,2474,34355,60003,-888888888
461,2763,17,031,440202,1595,31537,48727,-888888888
462,4650,17,031,440300,2109,46747,81613,-888888888
463,1612,17,031,440600,709,58631,69473,-888888888
464,1453,17,031,440700,544,77300,74818,-888888888
465,1877,17,031,440800,687,35292,56690,-888888888
466,2377,17,031,440900,1029,39730,61623,-888888888
467,3461,17,031,450300,1526,51990,63891,-888888888
468,2650,17,031,460100,995,47790,57729,-888888888
469,1880,17,031,460200,918,28487,40708,-888888888
470,3189,17,031,460301,1207,31831,52394,-888888888
471,4212,17,031,460302,1250,50056,59533,-888888888
472,3682,17,031,460400,1314,68475,80674,-888888888
473,6284,17,031,460500,2771,68207,76795,-888888888
474,4376,17,031,460800,1400,32654,37957,-888888888
475,1346,17,031,461000,711,17182,35031,-888888888
476,2246,17,031,470100,997,45855,66852,-888888888
477,2161,17,031,480100,941,72171,79450,-888888888
478,1057,17,031,480200,603,54338,76025,-888888888
479,1131,17,031,480300,483,57839,69566,-888888888
480,5013,17,031,480400,2325,83567,93179,-888888888
481,2725,17,031,480500,1177,46250,73923,-888888888
482,2944,17,031,490200,1387,63175,70417,-888888888
483,1775,17,031,490500,743,67135,81086,-888888888
484,1446,17,031,490600,556,63947,81305,-888888888
485,2459,17,031,490700,889,44792,56687,-888888888
486,3705,17,031,490800,1294,51591,70340,-888888888
487,3084,17,031,490901,1254,35038,43660,-888888888
488,4697,17,031,490902,1774,67428,72677,-888888888
489,3417,17,031,491000,1167,22438,38103,-888888888
490,4205,17,031,491100,1368,68155,75297,-888888888
491,1932,17,031,491200,669,53586,70820,-888888888
492,2131,17,031,491300,602,40700,57949,-888888888
493,2541,17,031,491400,1033,36480,52830,-888888888
494,3231,17,031,500100,1577,71108,76296,-888888888
495,1831,17,031,500200,771,38451,43571,-888888888
496,1794,17,031,500300,920,48469,68453,-888888888
497,3639,17,031,510100,1221,56806,60850,-888888888
498,3714,17,031,510200,1251,55417,79153,-888888888
499,4640,17,031,510300,1908,30607,52486,-888888888
500,2062,17,031,520100,497,57446,69339,-888888888
501,3652,17,031,520200,1198,58438,62834,-888888888
502,5925,17,031,520300,1991,50276,62774,-888888888
503,4393,17,031,520400,1452,49505,80676,-888888888
504,5171,17,031,520500,1512,87381,111371,-888888888
505,2739,17,031,520600,771,99688,94608,-888888888
506,1915,17,031,530100,821,38027,45376,-888888888
507,4358,17,031,530200,1454,41464,59380,-888888888
508,3484,17,031,530300,1528,53574,59005,-888888888
509,2356,17,031,530400,816,80147,85301,-888888888
510,5118,17,031,530501,1805,39632,65393,-888888888
511,1464,17,031,530502,584,63621,65617,-888888888
512,4369,17,031,530503,1525,47262,68142,-888888888
513,2385,17,031,530600,954,38304,59167,-888888888
514,4460,17,031,540101,1647,16712,29274,-888888888
515,3357,17,031,540102,1283,28711,45502,-888888888
516,6201,17,031,550100,2668,-666666666,70755,-888888888
517,2824,17,031,550200,1057,70197,86495,-888888888
518,1284,17,031,560100,342,59286,136739,-888888888
519,1372,17,031,560200,542,46979,65090,-888888888
520,3079,17,031,560300,1081,56250,86537,-888888888
521,1744,17,031,560400,489,77125,82804,-888888888
522,3584,17,031,560700,1289,78411,85254,-888888888
523,6003,17,031,560800,1932,103098,122481,-888888888
524,5131,17,031,560900,1849,117188,120608,-888888888
525,6040,17,031,561000,2276,106375,110433,-888888888
526,5888,17,031,561100,2276,95926,110895,-888888888
527,1421,17,031,570100,455,52212,63052,-888888888
528,2084,17,031,570200,806,-666666666,73050,-888888888
529,5951,17,031,570300,1814,50641,78635,-888888888
530,1712,17,031,570400,600,75125,87181,-888888888
531,2699,17,031,570500,775,77772,80058,-888888888
532,2662,17,031,580100,946,51111,75455,-888888888
533,2988,17,031,580200,856,39865,61218,-888888888
534,2569,17,031,580300,790,61974,74135,-888888888
535,4672,17,031,580400,1482,55355,81659,-888888888
536,4716,17,031,580501,1594,45854,68320,-888888888
537,4932,17,031,580502,1487,46853,61829,-888888888
538,5402,17,031,580600,1676,59631,72703,-888888888
539,6137,17,031,580700,1669,57269,78705,-888888888
540,2096,17,031,580800,558,63333,74527,-888888888
541,1672,17,031,590500,740,69697,89018,-888888888
542,3813,17,031,590600,1430,65192,77473,-888888888
543,2914,17,031,590700,1018,76667,91235,-888888888
544,3963,17,031,600400,1593,62599,73302,-888888888
545,2953,17,031,600600,1195,60625,69121,-888888888
546,2870,17,031,600700,1207,65342,72933,-888888888
547,3733,17,031,600900,1422,68526,82412,-888888888
548,5670,17,031,610300,2134,38984,49163,-888888888
549,1888,17,031,610400,585,37480,60897,-888888888
550,1521,17,031,610800,559,86705,97279,-888888888
551,2072,17,031,611200,773,32793,43771,-888888888
552,3409,17,031,611300,1043,45283,53409,-888888888
553,3587,17,031,611400,1003,29194,50613,-888888888
554,3273,17,031,611500,961,40960,58218,-888888888
555,1995,17,031,611600,536,-666666666,50097,-888888888
556,1847,17,031,611700,759,21701,44616,-888888888
557,2186,17,031,611800,724,-666666666,98276,-888888888
558,1559,17,031,611900,534,34000,41024,-888888888
559,1317,17,031,612000,516,47300,52933,-888888888
560,1018,17,031,612100,367,27583,45674,-888888888
561,3687,17,031,612200,1137,41514,52816,-888888888
562,4798,17,031,620100,1215,68438,99927,-888888888
563,1948,17,031,620200,760,62250,80804,-888888888
564,7080,17,031,620300,2273,67292,97160,-888888888
565,4540,17,031,620400,1298,53575,70177,-888888888
566,4167,17,031,630300,1419,51920,67722,-888888888
567,6003,17,031,630400,1775,39828,55945,-888888888
568,5989,17,031,630500,1647,48986,62152,-888888888
569,2746,17,031,630600,856,51643,64390,-888888888
570,6361,17,031,630800,1772,68558,79140,-888888888
571,4856,17,031,630900,1500,41600,58481,-888888888
572,1348,17,031,640100,470,51579,74928,-888888888
573,6897,17,031,640300,2302,79750,94345,-888888888
574,3309,17,031,640400,1195,90142,96390,-888888888
575,4132,17,031,640500,1606,72813,93213,-888888888
576,4427,17,031,640600,1762,79231,84387,-888888888
577,3110,17,031,640700,1020,72297,84942,-888888888
578,1505,17,031,640800,577,38365,73364,-888888888
579,4622,17,031,650100,1434,59966,78987,-888888888
580,7211,17,031,650200,2193,92357,95507,-888888888
581,4863,17,031,650301,1560,59569,83943,-888888888
582,4945,17,031,650302,1229,60739,74966,-888888888
583,6794,17,031,650400,1636,72308,82135,-888888888
584,4159,17,031,650500,1572,66818,90600,-888888888
585,1761,17,031,660301,601,24628,40330,-888888888
586,4612,17,031,660302,1441,44329,54953,-888888888
587,4719,17,031,660400,1565,44297,62085,-888888888
588,4284,17,031,660500,1398,42247,62190,-888888888
589,5849,17,031,660600,2018,36729,49469,-888888888
590,1617,17,031,660700,634,33347,43265,-888888888
591,5832,17,031,660800,2212,41099,58545,-888888888
592,5631,17,031,660900,1643,41032,61192,-888888888
593,5424,17,031,661000,2137,46066,63402,-888888888
594,7186,17,031,661100,1933,78778,93109,-888888888
595,1472,17,031,670100,447,24583,34589,-888888888
596,724,17,031,670200,356,34459,43826,-888888888
597,1332,17,031,670300,413,30179,47394,-888888888
598,1616,17,031,670400,617,32083,46578,-888888888
599,1004,17,031,670500,358,30313,47391,-888888888
600,1174,17,031,670600,367,37621,62834,-888888888
601,1092,17,031,670700,312,35500,41881,-888888888
602,1022,17,031,670800,425,39297,52428,-888888888
603,1246,17,031,670900,548,29906,52518,-888888888
604,915,17,031,671100,373,15159,26073,-888888888
605,840,17,031,671200,268,40286,51133,-888888888
606,1657,17,031,671300,742,28056,36279,-888888888
607,1299,17,031,671400,565,26080,44869,-888888888
608,2308,17,031,671500,930,34167,51175,-888888888
609,1709,17,031,671600,707,21063,34705,-888888888
610,1128,17,031,671800,378,34470,62545,-888888888
611,1034,17,031,671900,348,-666666666,61380,-888888888
612,3295,17,031,672000,1058,38654,68043,-888888888
613,1474,17,031,680500,553,39306,55353,-888888888
614,1178,17,031,680600,443,50330,54974,-888888888
615,3560,17,031,680900,1908,22846,33447,-888888888
616,2297,17,031,681000,1028,-666666666,28792,-888888888
617,1932,17,031,681100,802,32583,38715,-888888888
618,1883,17,031,681200,763,17338,31528,-888888888
619,2323,17,031,681300,880,17500,29594,-888888888
620,1879,17,031,681400,651,51531,56647,-888888888
621,2303,17,031,690300,736,35319,61692,-888888888
622,2908,17,031,690400,1480,40722,55546,-888888888
623,742,17,031,690500,333,56203,63430,-888888888
624,3809,17,031,690900,1744,41131,55192,-888888888
625,2655,17,031,691000,1221,78375,77989,-888888888
626,2883,17,031,691100,1118,57542,51374,-888888888
627,1984,17,031,691200,870,35551,51586,-888888888
628,2332,17,031,691300,1093,42708,56901,-888888888
629,2701,17,031,691400,1310,38816,51720,-888888888
630,1895,17,031,691500,889,22363,27364,-888888888
631,3874,17,031,700100,1081,78803,91731,-888888888
632,6888,17,031,700200,1884,80096,88427,-888888888
633,6124,17,031,700301,1895,74207,87853,-888888888
634,6003,17,031,700302,1805,83086,90553,-888888888
635,6218,17,031,700401,1883,81065,91953,-888888888
636,3417,17,031,700402,1196,85208,97637,-888888888
637,6565,17,031,700501,2530,66979,73258,-888888888
638,3656,17,031,700502,1191,87543,98105,-888888888
639,1026,17,031,710100,518,23500,32516,-888888888
640,4056,17,031,710200,1739,28091,46445,-888888888
641,1382,17,031,710300,558,54444,61800,-888888888
642,5668,17,031,710400,2229,44858,57952,-888888888
643,4087,17,031,710500,1511,39943,52872,-888888888
644,1720,17,031,710600,915,35865,65634,-888888888
645,3412,17,031,710700,1266,31473,55622,-888888888
646,4536,17,031,710800,1970,30461,34208,-888888888
647,2151,17,031,710900,754,45663,62263,-888888888
648,3779,17,031,711000,1252,58030,68068,-888888888
649,2808,17,031,711100,1048,46667,64781,-888888888
650,4869,17,031,711200,1751,58444,74553,-888888888
651,1618,17,031,711300,666,70223,65400,-888888888
652,2728,17,031,711400,874,53929,70997,-888888888
653,2628,17,031,711500,873,57422,70835,-888888888
654,3370,17,031,720100,1114,151613,206431,-888888888
655,4097,17,031,720200,1579,118836,170717,-888888888
656,3614,17,031,720300,1511,145250,183036,-888888888
657,1872,17,031,720400,697,116406,160013,-888888888
658,1833,17,031,720500,720,110625,138171,-888888888
659,1860,17,031,720600,627,148450,172064,-888888888
660,3135,17,031,720700,1164,118227,148035,-888888888
661,2669,17,031,730100,979,65944,68913,-888888888
662,5671,17,031,730201,2177,62083,71833,-888888888
663,3093,17,031,730202,1027,78819,87009,-888888888
664,1042,17,031,730300,367,49271,60576,-888888888
665,4070,17,031,730400,1434,91284,99116,-888888888
666,4053,17,031,730500,1777,61742,69355,-888888888
667,3570,17,031,730600,1028,75462,91292,-888888888
668,2288,17,031,730700,789,54531,65710,-888888888
669,3075,17,031,740100,1225,109583,123933,-888888888
670,6473,17,031,740200,2138,118444,127105,-888888888
671,5043,17,031,740300,1933,122063,136355,-888888888
672,4530,17,031,740400,1873,93194,111986,-888888888
673,3636,17,031,750100,1514,52109,82690,-888888888
674,3141,17,031,750200,1436,75250,88432,-888888888
675,2546,17,031,750300,968,119000,146334,-888888888
676,2790,17,031,750400,1247,104009,127017,-888888888
677,4761,17,031,750500,1941,52880,83155,-888888888
678,3844,17,031,750600,1301,56504,64503,-888888888
679,4718,17,031,760801,2349,73618,87621,-888888888
680,2191,17,031,760802,1170,81167,93656,-888888888
681,6862,17,031,760803,3059,63155,78894,-888888888
682,6051,17,031,770201,2678,85538,91947,-888888888
683,4557,17,031,770202,1992,78727,92684,-888888888
684,7001,17,031,770300,2717,88614,109371,-888888888
685,4440,17,031,770400,1590,88983,101277,-888888888
686,4225,17,031,770500,1105,54522,59273,-888888888
687,3694,17,031,770601,1149,92569,115654,-888888888
688,4586,17,031,770602,1572,80568,89975,-888888888
689,2290,17,031,770700,1074,65300,93572,-888888888
690,5773,17,031,770800,2021,74557,85027,-888888888
691,4796,17,031,770901,1980,102955,116988,-888888888
692,3816,17,031,770902,1537,81250,92327,-888888888
693,2367,17,031,800100,825,250001,521181,-888888888
694,6420,17,031,800200,2247,214779,332409,-888888888
695,3303,17,031,800300,1127,250001,441190,-888888888
696,3686,17,031,800400,1251,250001,459749,-888888888
697,5576,17,031,800500,1825,250001,433917,-888888888
698,2389,17,031,800600,735,250001,447533,-888888888
699,4850,17,031,800700,1686,250001,369557,-888888888
700,2331,17,031,800800,1031,110156,219021,-888888888
701,4341,17,031,800900,1680,137802,182530,-888888888
702,5261,17,031,801000,2188,146890,231927,-888888888
703,5045,17,031,801100,1600,231919,314468,-888888888
704,3699,17,031,801200,1490,243333,352898,-888888888
705,4448,17,031,801300,1742,142500,252968,-888888888
706,3052,17,031,801400,1157,164120,233386,-888888888
707,6367,17,031,801500,2698,133224,209235,-888888888
708,4423,17,031,801601,1963,98328,176990,-888888888
709,3781,17,031,801603,1471,68594,91142,-888888888
710,5721,17,031,801605,2135,179425,200361,-888888888
711,7456,17,031,801606,2899,158309,219465,-888888888
712,5753,17,031,801607,2065,139865,191033,-888888888
713,6308,17,031,801608,2605,134179,169866,-888888888
714,3568,17,031,801701,1174,220469,260715,-888888888
715,4911,17,031,801702,1689,190288,222543,-888888888
716,6041,17,031,801800,2380,167619,259646,-888888888
717,4362,17,031,801901,1949,105766,163284,-888888888
718,3770,17,031,801902,1231,191319,290905,-888888888
719,4990,17,031,802002,1671,139904,197289,-888888888
720,2517,17,031,802003,882,135625,162601,-888888888
721,6006,17,031,802004,2402,39560,77018,-888888888
722,3717,17,031,802100,1225,163681,239276,-888888888
723,4937,17,031,802200,1937,168105,224941,-888888888
724,5770,17,031,802300,2699,121533,185262,-888888888
725,6076,17,031,802402,2434,79841,120844,-888888888
726,1392,17,031,802403,835,77471,93044,-888888888
727,7492,17,031,802404,3176,67905,83176,-888888888
728,7571,17,031,802503,2673,103365,106035,-888888888
729,6844,17,031,802504,2120,92541,107441,-888888888
730,6371,17,031,802505,2597,69221,86982,-888888888
731,2517,17,031,802506,803,92829,106814,-888888888
732,7230,17,031,802605,3163,120580,137774,-888888888
733,1217,17,031,802607,432,126429,154297,-888888888
734,6009,17,031,802608,2921,88346,117889,-888888888
735,6414,17,031,802609,2706,58711,73625,-888888888
736,1986,17,031,802610,769,127415,132017,-888888888
737,6326,17,031,802701,2206,125370,145108,-888888888
738,5043,17,031,802702,1732,116136,129090,-888888888
739,4689,17,031,802801,1859,131918,159486,-888888888
740,6530,17,031,802802,2322,109038,132227,-888888888
741,6085,17,031,802900,2058,158750,197066,-888888888
742,2701,17,031,803005,1163,104306,132549,-888888888
743,5201,17,031,803007,2136,106316,118152,-888888888
744,4807,17,031,803008,1722,145100,162962,-888888888
745,4686,17,031,803010,1737,114347,133588,-888888888
746,2014,17,031,803012,954,85000,120170,-888888888
747,5724,17,031,803013,2353,105841,121772,-888888888
748,3329,17,031,803014,1437,76045,89024,-888888888
749,4498,17,031,803015,2039,102961,135769,-888888888
750,2560,17,031,803016,937,119188,145526,-888888888
751,6125,17,031,803017,2532,98125,144554,-888888888
752,3448,17,031,803100,1165,152682,193402,-888888888
753,5024,17,031,803200,2137,99556,136445,-888888888
754,5629,17,031,803300,2926,115946,125749,-888888888
755,6745,17,031,803400,2308,140000,179834,-888888888
756,5565,17,031,803500,2219,144036,161392,-888888888
757,6538,17,031,803603,2255,191691,224743,-888888888
758,4375,17,031,803604,1800,88377,113944,-888888888
759,6694,17,031,803605,2507,100506,122633,-888888888
760,4358,17,031,803607,1649,118224,130580,-888888888
761,8110,17,031,803608,3207,129358,147863,-888888888
762,6425,17,031,803611,2109,68958,83928,-888888888
763,3470,17,031,803612,1336,66000,79516,-888888888
764,3891,17,031,803613,1100,73333,87798,-888888888
765,4145,17,031,803614,1579,50865,59799,-888888888
766,2357,17,031,803615,1065,89960,123740,-888888888
767,4789,17,031,803616,2081,91968,137480,-888888888
768,2745,17,031,803701,1359,81581,105389,-888888888
769,6154,17,031,803702,2454,109779,164277,-888888888
770,4159,17,031,803800,1732,121167,138019,-888888888
771,3702,17,031,803901,2041,79034,97081,-888888888
772,3498,17,031,803902,1230,106012,111434,-888888888
773,4672,17,031,804000,1938,88559,100148,-888888888
774,6865,17,031,804102,2435,170819,207669,-888888888
775,5176,17,031,804104,1875,145156,175196,-888888888
776,4219,17,031,804105,1499,152386,186593,-888888888
777,7232,17,031,804106,2607,139139,158840,-888888888
778,4577,17,031,804108,2261,91795,100211,-888888888
779,3138,17,031,804109,1133,155469,159075,-888888888
780,7853,17,031,804202,2846,178385,197915,-888888888
781,3215,17,031,804203,1015,225486,301640,-888888888
782,5281,17,031,804204,1862,149778,219443,-888888888
783,7790,17,031,804305,2713,81277,93171,-888888888
784,6379,17,031,804306,1868,88125,98198,-888888888
785,4752,17,031,804308,2032,79205,99154,-888888888
786,3311,17,031,804309,983,86885,122977,-888888888
787,1888,17,031,804312,621,158467,186285,-888888888
788,6913,17,031,804313,2174,121986,144355,-888888888
789,1409,17,031,804314,622,106410,125678,-888888888
790,2547,17,031,804315,877,98050,110698,-888888888
791,4514,17,031,804316,1628,110667,125176,-888888888
792,6895,17,031,804403,2609,79203,103680,-888888888
793,5567,17,031,804404,1588,86802,94061,-888888888
794,3348,17,031,804405,1021,72031,71978,-888888888
795,5798,17,031,804406,1840,72237,97947,-888888888
796,3644,17,031,804505,1503,84728,97803,-888888888
797,5248,17,031,804506,1995,132679,137262,-888888888
798,2345,17,031,804508,855,65708,76572,-888888888
799,6440,17,031,804509,1645,90174,98520,-888888888
800,5389,17,031,804510,1371,80801,92908,-888888888
801,2234,17,031,804511,737,68516,87890,-888888888
802,3555,17,031,804512,1327,146710,159849,-888888888
803,3753,17,031,804513,1472,151051,156158,-888888888
804,5381,17,031,804514,1693,111713,141437,-888888888
805,6368,17,031,804603,2932,98247,100229,-888888888
806,6349,17,031,804606,2429,136908,158693,-888888888
807,7334,17,031,804607,2432,126192,139060,-888888888
808,3634,17,031,804608,1587,120565,137835,-888888888
809,5993,17,031,804609,2464,110833,174913,-888888888
810,2684,17,031,804610,1245,75191,94432,-888888888
811,4233,17,031,804611,1833,85451,101734,-888888888
812,5947,17,031,804701,2373,78522,89728,-888888888
813,4594,17,031,804705,1706,75563,89094,-888888888
814,2255,17,031,804706,725,116354,133297,-888888888
815,8425,17,031,804709,2987,93586,100967,-888888888
816,3836,17,031,804710,1521,95703,110047,-888888888
817,8272,17,031,804711,2819,83787,94405,-888888888
818,5431,17,031,804712,1877,95590,121400,-888888888
819,5097,17,031,804713,2241,97781,106537,-888888888
820,3269,17,031,804714,1314,104286,141033,-888888888
821,3777,17,031,804715,1232,62183,74982,-888888888
822,4599,17,031,804716,1475,112725,126948,-888888888
823,5381,17,031,804803,1929,88412,100258,-888888888
824,5744,17,031,804804,2476,70750,84902,-888888888
825,6820,17,031,804805,2399,110636,114901,-888888888
826,3765,17,031,804806,1020,91875,102113,-888888888
827,5547,17,031,804807,1877,98906,103295,-888888888
828,2768,17,031,804808,945,133125,139273,-888888888
829,4704,17,031,804809,1621,110219,132015,-888888888
830,6552,17,031,804810,2759,83477,104217,-888888888
831,6319,17,031,804901,2430,132232,146663,-888888888
832,6173,17,031,804902,2246,123337,138960,-888888888
833,4966,17,031,805001,1908,133456,163729,-888888888
834,7434,17,031,805002,3068,71682,81366,-888888888
835,7301,17,031,805105,2910,76679,85247,-888888888
836,2925,17,031,805106,1323,77808,108650,-888888888
837,6304,17,031,805107,3102,58354,76455,-888888888
838,6375,17,031,805108,2605,73575,85846,-888888888
839,4553,17,031,805109,1760,102727,121724,-888888888
840,4441,17,031,805110,2004,99504,112642,-888888888
841,8036,17,031,805111,3004,60470,77699,-888888888
842,3312,17,031,805112,1125,73859,90497,-888888888
843,3953,17,031,805201,1262,108800,137757,-888888888
844,3891,17,031,805202,1589,97946,137122,-888888888
845,3179,17,031,805301,1117,119196,135209,-888888888
846,3896,17,031,805302,1365,103498,114401,-888888888
847,4618,17,031,805401,1592,109500,138098,-888888888
848,4907,17,031,805402,1707,99271,124748,-888888888
849,3518,17,031,805501,1503,131979,191282,-888888888
850,4335,17,031,805502,1764,151131,192620,-888888888
851,4794,17,031,805600,1652,163182,227545,-888888888
852,5361,17,031,805701,2121,157411,188851,-888888888
853,2036,17,031,805702,719,145250,177210,-888888888
854,2360,17,031,805801,1001,115469,164638,-888888888
855,5440,17,031,805802,1942,142031,170414,-888888888
856,4404,17,031,805901,2051,85516,100921,-888888888
857,6402,17,031,805902,2202,144931,184590,-888888888
858,5742,17,031,806001,2575,53893,79135,-888888888
859,7235,17,031,806002,2477,67317,103769,-888888888
860,8661,17,031,806004,3187,64832,105011,-888888888
861,2713,17,031,806005,1068,100375,105540,-888888888
862,4417,17,031,806006,1715,61329,78445,-888888888
863,4325,17,031,806102,1583,108386,116466,-888888888
864,5296,17,031,806103,1992,99701,116173,-888888888
865,4132,17,031,806104,1785,50839,63314,-888888888
866,5130,17,031,806201,2350,69325,81701,-888888888
867,4939,17,031,806202,2533,73491,88885,-888888888
868,4430,17,031,806300,1724,102292,150699,-888888888
869,2396,17,031,806400,846,116628,126216,-888888888
870,2382,17,031,806501,763,65750,72994,-888888888
871,3973,17,031,806502,1458,72182,91700,-888888888
872,3486,17,031,806600,1202,97708,103368,-888888888
873,4266,17,031,806700,1678,114593,168313,-888888888
874,4334,17,031,806801,1638,74004,97011,-888888888
875,3293,17,031,806802,1089,109125,133373,-888888888
876,5524,17,031,806900,2201,84438,111857,-888888888
877,5283,17,031,807000,2074,56434,78369,-888888888
878,3850,17,031,807100,1221,146719,180067,-888888888
879,6056,17,031,807200,1930,97212,121990,-888888888
880,8095,17,031,807300,2969,77307,103693,-888888888
881,6960,17,031,807400,2373,91926,124625,-888888888
882,3325,17,031,807500,1089,141411,154815,-888888888
883,6319,17,031,807600,2173,101432,104551,-888888888
884,6151,17,031,807700,2281,66984,100499,-888888888
885,2718,17,031,807800,842,151538,170123,-888888888
886,4345,17,031,807900,1411,108351,160898,-888888888
887,3584,17,031,808001,1383,93958,136208,-888888888
888,5339,17,031,808002,1875,87460,124692,-888888888
889,3837,17,031,808100,1781,56131,80825,-888888888
890,5806,17,031,808200,1842,84250,99680,-888888888
891,6276,17,031,808301,2616,77500,106778,-888888888
892,4707,17,031,808302,1816,74539,109266,-888888888
893,4297,17,031,808400,1575,116096,124965,-888888888
894,4334,17,031,808500,1475,128254,143695,-888888888
895,2288,17,031,808600,857,156635,242416,-888888888
